"number"	"standard_number"	"standard_code"	"professional_area"	"professional_type"	"standard_name"	"order_Mintrud"
"17"	"217"	"31.011"	"Автомобилестроение"	"Осуществление продаж транспортных средств и оборудования"	"Специалист по продажам в автомобилестроении"	"678н от 09.10.2014"	""	""
"18"	"203"	"31.003"	"Автомобилестроение"	"Производство инструментальной оснастки для производства транспортных средств и оборудования"	"Специалист по инструментальной оснастке в автомобилестроении"	"714н от 13.10.2014"	""	""
"19"	"208"	"31.005"	"Автомобилестроение"	"Окрасочное производство при производстве транспортных средств"	"Специалист окрасочного производства в автомобилестроении"	"737н от 20.10.2014"	""	""
"20"	"209"	"31.006"	"Автомобилестроение"	"Разработка дизайн-проектов для производства транспортных средств"	"Дизайнер автомобилестроения"	"813н от 28.10.2014"	""	""
"21"	"210"	"31.007"	"Автомобилестроение"	"Сборка и контроль технического состояния агрегатов и систем автомобиля"	"Специалист по сборке агрегатов и автомобиля"	"877н от 11.11.2014"	""	""
"22"	"213"	"31.008"	"Автомобилестроение"	"Проведение химико-физических анализов по исследованию свойств материалов при производстве транспортных средств"	"Химик-технолог в автомобилестроении"	"689н от 10.10.2014"	""	""
"23"	"214"	"31.009"	"Автомобилестроение"	"Литейное производство для изготовления транспортных средств и оборудования"	"Специалист литейного производства в автомобилестроении"	"711н от 13.10.2014"	""	""
"24"	"215"	"31.010"	"Автомобилестроение"	"Конструирование деталей, узлов, агрегатов и систем транспортных средств"	"Конструктор в автомобилестроении"	"258н от 13.03.2017"	""	""
"25"	"218"	"31.012"	"Автомобилестроение"	"Исследование и анализ рынка для реализации программ продвижения продукта при производстве транспортных средств"	"Специалист по исследованию и анализу рынка автомобилестроения"	"707н от 13.10.2014"	""	""
"26"	"220"	"31.013"	"Автомобилестроение"	"Термическая обработка деталей при производстве транспортных средств"	"Специалист по термообработке в автомобилестроении"	"710н от 13.10.2014"	""	""
"27"	"221"	"31.014"	"Автомобилестроение"	"Технологическая подготовка и сопровождение производства транспортных средств и оборудования"	"Технолог в автомобилестроении"	"897н от 18.11.2014"	""	""
"28"	"222"	"31.015"	"Автомобилестроение"	"Технологическая подготовка производства транспортных средств и оборудования"	"Специалист технологической подготовки производства в автомобилестроении"	"720н от 14.10.2014"	""	""
"29"	"223"	"31.016"	"Автомобилестроение"	"Кузнечно-прессовые работы при производстве транспортных средств"	"Специалист по прессовым работам в автомобилестроении"	"738н от 20.10.2014"	""	""
"30"	"224"	"31.017"	"Автомобилестроение"	"Обеспечение технического сопровождения производства транспортных средств и оборудования"	"Специалист по наладке оборудования в автомобилестроении"	"810н от 28.10.2014"	""	""
"31"	"225"	"31.018"	"Автомобилестроение"	"Управление поставками при производстве транспортных средств и оборудования"	"Логист автомобилестроения"	"721н от 14.10.2014"	""	""
"32"	"226"	"31.019"	"Автомобилестроение"	"Металлообрабатывающее производство при производстве транспортных средств и оборудования"	"Специалист металлообрабатывающего производства в автомобилестроении"	"925н от 21.11.2014"	""	""
"33"	"227"	"31.020"	"Автомобилестроение"	"Производство металлических конструкций для производства транспортных средств"	"Специалист по металлоконструкциям в автомобилестроении"	"928н от 21.11.2014"	""	""
"34"	"307"	"07.001"	"Административно-управленческая и офисная деятельность"	"Медиация (урегулирование споров с помощью процедуры медиации)"	"Специалист в области медиации (медиатор)"	"1041н от 15.12.2014"	""	""
"35"	"447"	"07.002"	"Административно-управленческая и офисная деятельность"	"Организационное и документационное обеспечение управления организациями любых организационно-правовых форм"	"Специалист по организационному и документационному обеспечению управления организацией"	"276н от 06.05.2015"	""	""
"36"	"559"	"07.003"	"Административно-управленческая и офисная деятельность"	"Управление персоналом организации"	"Специалист по управлению персоналом"	"691н от 06.10.2015"	""	""
"37"	"554"	"10.001"	"Архитектура, проектирование, геодезия, топография и дизайн"	"Деятельность в сфере государственного кадастрового учета объектов недвижимости"	"Специалист в сфере кадастрового учета"	"666н от 29.09.2015"	""	""
"38"	"810"	"10.003"	"Архитектура, проектирование, геодезия, топография и дизайн"	"Деятельность в области инженерно-технического проектирования для градостроительной деятельности"	"Специалист в области инженерно-технического проектирования для градостроительной деятельности"	"1167н от 25.12.2014"	""	""
"39"	"818"	"10.005"	"Архитектура, проектирование, геодезия, топография и дизайн"	"Благоустройство и озеленение населенных мест"	"Специалист по вопросам благоустройства и озеленения территорий"	"1159н от 28.12.2015"	""	""
"40"	"836"	"10.006"	"Архитектура, проектирование, геодезия, топография и дизайн"	"Деятельность по разработке документов сферы устойчивого развития территорий (в том числе городов и иных поселений)"	"Градостроитель"	"110н от 17.03.2016"	""	""
"41"	"111"	"24.020"	"Атомная промышленность"	"Контроль состояния радиационной обстановки на судне с ядерной энергетической установкой (ЯЭУ) и судах атомно-технического обслуживания (АТО)"	"Дозиметрист судов с ядерной энергетической установкой, судов атомно-технического обслуживания (инженер всех категорий)"	"858н от 31.10.2014"	""	""
"42"	"127"	"24.021"	"Атомная промышленность"	"Эксплуатация судовой ядерной энергетической установки (ЯЭУ), обращение с ядерным топливом (ЯТ)"	"Специалист атомно-механической службы судов с ядерными энергетическими установками, судов атомно-технологического обслуживания (всехкатегорий)"	"529н от 04.08.2014"	""	""
"43"	"134"	"24.023"	"Атомная промышленность"	"Эксплуатационное обслуживание котлов в атомной энергетике"	"Машинист котлов в атомной энергетике"	"359н от 04.06.2014"	""	""
"44"	"144"	"24.024"	"Атомная промышленность"	"Обращение с ядерным топливом (ЯТ) и радиоактивными отходами (РО)"	"Специалист по организации спецпроизводства в области атомного флота (всех специальностей, всех категорий)"	"618н от 08.09.2014"	""	""
"45"	"30"	"24.001"	"Атомная промышленность"	"Эксплуатация оборудования по переработке радиоактивных отходов"	"Переработчик радиоактивных отходов"	"184н от 07.04.2014"	""	""
"46"	"351"	"24.026"	"Атомная промышленность"	"Обслуживание контрольно-измерительных приборов и автоматики (КИПиА) в организациях атомной энергетики"	"Слесарь по контрольно-измерительным приборам и автоматике в атомной энергетике"	"1119н от 25.12.2014"	""	""
"47"	"41"	"24.005"	"Атомная промышленность"	"Управление проектами и программами в области атомного флота"	"Специалист по управлению проектами и программами в области атомного флота"	"190н от 07.04.2014"	""	""
"48"	"422"	"24.027"	"Атомная промышленность"	"Контроль за состоянием наземных и гидротехнических сооружений ПАТЭС"	"Инженер наземных и гидротехнических сооружений плавучих атомных станций"	"152н от 10.03.2015"	""	""
"49"	"429"	"24.028"	"Атомная промышленность"	"Организация и проведение работ по обеспечению ядерной, радиационной, технической, пожарной безопасности и охраны труда при работе со свежим и отработавшим ядерным топливом в процессе эксплуатации атомной станции"	"Специалист ядерно-физической лаборатории в области атомной энергетики"	"159н от 12.03.2015"	""	""
"50"	"443"	"24.029"	"Атомная промышленность"	"Наладка и регулировка оборудования с программным управлением для производства изделий в атомной промышленности"	"Наладчик станков и манипуляторов в атомной промышленности"	"147н от 10.03.2015"	""	""
"51"	"45"	"24.007"	"Атомная промышленность"	"Ведение технологических процессов хранения отработанного ядерного топлива (ОЯТ)"	"Оператор хранилища отработанного ядерного топлива"	"210н от 07.04.2014"	""	""
"52"	"460"	"24.030"	"Атомная промышленность"	"Обеспечение и контроль экологической и радиационной безопасности плавучих атомных станций (ПАТЭС)"	"Специалист по экологической и радиационной безопасности плавучих атомных станций"	"203н от 31.03.2015"	""	""
"53"	"464"	"24.032"	"Атомная промышленность"	"Инженерное обеспечение работы оборудования и систем реакторного отделения атомной электростанции (АЭС) для выработки тепловой и электрической энергии"	"Специалист в области теплоэнергетики (реакторное отделение)"	"280н от 07.05.2015"	""	""
"54"	"46"	"24.008"	"Атомная промышленность"	"Эксплуатационное обслуживание оборудования и трубопроводов систем реакторного отделения"	"Оператор реакторного отделения"	"212н от 07.04.2014"	""	""
"55"	"473"	"24.033"	"Атомная промышленность"	"Эксплуатация контрольно-измерительных приборов и автоматики АС"	"Специалист в области контрольно-измерительных приборов и автоматики атомной станции"	"333н от 29.05.2015"	""	""
"56"	"477"	"24.036"	"Атомная промышленность"	"Профессиональное обучение персонала атомных электрических станций (АЭС)"	"Специалист в области профессионального обучения в атомной энергетике"	"330н от 29.05.2015"	""	""
"57"	"483"	"24.037"	"Атомная промышленность"	"Техническое обслуживание и ремонт механического оборудования атомных станций (АС)"	"Специалист по обслуживанию и ремонту механического оборудования атомных станций"	"331н от 29.05.2015"	""	""
"58"	"488"	"24.038"	"Атомная промышленность"	"Эксплуатация электроэнергетических систем (ЭЭС) плавучих атомных станций (ПАТЭС)"	"Специалист по эксплуатации электроэнергетических систем плавучих атомныхстанций"	"641н от 15.09.2015"	""	""
"59"	"489"	"24.039"	"Атомная промышленность"	"Организация технической эксплуатации плавучих атомных станций (ПАС)"	"Специалист по организации технической эксплуатации плавучих атомных станций"	"638н от 15.09.2015"	""	""
"60"	"490"	"24.040"	"Атомная промышленность"	"Контроль качества и приемка оборудования, запчастей, комплектующих изделий на атомных станциях (АС)"	"Специалист в области производственно-технологической комплектации наатомных станциях"	"633н от 14.09.2015"	""	""
"61"	"53"	"24.010"	"Атомная промышленность"	"Эксплуатация самоходного судна-плавкрана"	"Руководитель плавкрана (кранмейстер) в области атомного флота"	"201н от 07.04.2014"	""	""
"62"	"54"	"24.011"	"Атомная промышленность"	"Эксплуатационное обслуживание двигателей внутреннего сгорания атомных электростанций"	"Машинист двигателей внутреннего сгорания в атомной энергетике"	"199н от 07.04.2014"	""	""
"63"	"55"	"24.012"	"Атомная промышленность"	"Техническая эксплуатация электрооборудования судов с ядерной энергетической установкой (ЯЭУ) и судов атомного технологического обслуживания (АТО)"	"Электромеханик судов с ядерной энергетической установкой, судов атомного технологического обслуживания (всех категорий)"	"196н от 07.04.2014"	""	""
"64"	"595"	"24.059"	"Атомная промышленность"	"Извлечение металлов из руд, концентратов и отходов различных производств при помощи водных растворов химических реагентов (выщелачивание) с последующим выделением металлов из растворов"	"Аппаратчик-гидрометаллург в атомной отрасли"	"791н от 28.10.2015"	""	""
"65"	"596"	"24.059"	"Атомная промышленность"	"Ведение процесса дезактивации на атомной электрической станции"	"Оператор установки дезактивации"	"778н от 27.10.2015"	""	""
"66"	"597"	"24.060"	"Атомная промышленность"	"Эксплуатация спецоборудования по переработке твердых радиоактивных отходов (ТРО)"	"Оператор спецоборудования по переработке твердых радиоактивных отходов"	"846н от 05.11.2015"	""	""
"67"	"599"	"24.062"	"Атомная промышленность"	"Разработка и сопровождение проектов по выводу из эксплуатации объектов использования атомной энергии"	"Инженер-проектировщик по выводу из эксплуатации объектов использования атомной энергии"	"851н от 06.11.2015"	""	""
"68"	"600"	"24.063"	"Атомная промышленность"	"Демонтаж радиационно опасных объектов"	"Техник по промышленному строительству в области демонтажа радиационно опасных объектов"	"847н от 05.11.2015"	""	""
"69"	"601"	"24.064"	"Атомная промышленность"	"Производство работ по строительству атомных электрических станций"	"Инженер по строительству атомных электрических станций"	"850н от 06.11.2015"	""	""
"70"	"602"	"24.065"	"Атомная промышленность"	"Профессиональная деятельность в области внедрения и поддержания интегрированных систем менеджмента, включая систему менеджмента качества, в организациях, осуществляющих деятельность в области использования атомной энергии"	"Специалист по обеспечению качества в организациях, осуществляющих деятельность в области использования атомной энергии"	"790н от 28.10.2015"	""	""
"71"	"603"	"24.066"	"Атомная промышленность"	"Применение геотехнологических методов добычи урана"	"Оператор геотехнологических скважин в атомной отрасли"	"792н от 28.10.2015"	""	""
"72"	"604"	"24.067"	"Атомная промышленность"	"Паспортизация радиоактивных отходов"	"Инженер по паспортизации радиоактивных отходов"	"784н от 28.10.2015"	""	""
"73"	"605"	"24.068"	"Атомная промышленность"	"Эксплуатация и техническое обслуживание систем дистанционного контроля работ в высоких радиационных полях"	"Оператор систем дистанционного контроля работ в высоких радиационных полях"	"800н от 29.10.2015"	""	""
"74"	"606"	"24.069"	"Атомная промышленность"	"Строительство, реконструкция и демонтаж радиационно опасных объектов"	"Инженер в области организации строительства и осуществления строительного контроля, реконструкции и демонтажа на радиационно опасных объектах"	"870н от 16.11.2015"	""	""
"75"	"607"	"24.070"	"Атомная промышленность"	"Осуществление демонтажных работ и обеспечение их безопасности проведения"	"Оператор демонтажных роботов для работ в высоких радиационных полях"	"799н от 29.10.2015"	""	""
"76"	"65"	"24.015"	"Атомная промышленность"	"Монтаж оборудования атомных электростанций"	"Монтажник оборудования атомных электростанций"	"226н от 11.04.2014"	""	""
"77"	"680"	"24.071"	"Атомная промышленность"	"Организация и проведение работ по контролю состояния и обеспечения безопасности эксплуатации атомной станции (АС)"	"Инспектор в атомной энергетике"	"1127н от 24.12.2015"	""	""
"78"	"70"	"24.016"	"Атомная промышленность"	"Техническая эксплуатация судовых энергетических установок судов с ядерно-энергетическими установками (ЯЭУ) и судов атомно-технологического обслуживания (АТО)"	"Механик судов с ядерно-энергетическими установками, судов атомно-технологического обслуживания (всех категорий)"	"222н от 11.04.2014"	""	""
"79"	"73"	"24.018"	"Атомная промышленность"	"Техническая эксплуатация судового оборудования судов с ядерными энергетическими установками (ЯЭУ) и судов атомно-технологического обслуживания (АТО)"	"Моторист судов с ядерными энергетическими установками, судов атомно-технологического обслуживания (всех категорий)"	"231н от 11.04.2014"	""	""
"80"	"290"	"23.001"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Приготовление химических растворов в открытых и закрытых аппаратах с мешалками различных типов"	"Аппаратчик приготовления химических растворов"	"1026н от 11.12.2014"	""	""
"81"	"315"	"23.002"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Машинная валка леса и его первичная обработка"	"Машинист лесозаготовительной машины"	"1094н от 22.12.2014"	""	""
"82"	"316"	"23.003"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление гофрировальным агрегатом"	"Машинист гофрировального агрегата"	"1085н от 22.12.2014"	""	""
"83"	"317"	"23.004"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Трелевка древесины самоходными лесными машинами"	"Машинист трелевочной машины"	"1065н от 22.12.2014"	""	""
"84"	"318"	"23.005"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой рубительной машины"	"Машинист рубительной машины в лесопромышленном комплексе"	"1095н от 22.12.2014"	""	""
"85"	"319"	"23.006"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Техническое обслуживание и ремонт лесозаготовительного оборудования"	"Слесарь по ремонту лесозаготовительного оборудования"	"1097н от 22.12.2014"	""	""
"86"	"323"	"23.007"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление меловальной установкой (машиной, станцией)"	"Оператор по обслуживанию меловальной установки, станции"	"1139н от 25.12.2014"	""	""
"87"	"326"	"23.008"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Ведение технологического процесса получения двуокиси хлора"	"Аппаратчик производства двуокиси хлора"	"1180н от 26.12.2014"	""	""
"88"	"327"	"23.009"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой талловой установки"	"Аппаратчик талловой установки"	"1064н от 22.12.2014"	""	""
"89"	"339"	"23.010"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой линий в лесопильном производстве"	"Оператор лесопильных линий"	"1084н от 22.12.2014"	""	""
"90"	"340"	"23.011"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой сушильных камер для древесины"	"Оператор сушильных камер для древесины"	"1083н от 22.12.2014"	""	""
"91"	"342"	"23.013"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой линий облицовывания и механической обработки"	"Оператор линий облицовывания и механической обработки заготовок и деталей из древесных материалов в производстве мебели"	"1079н от 22.12.2014"	""	""
"92"	"343"	"23.014"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой линий по отделке деталей и изделий мебели"	"Оператор линий по отделке деталей и изделий мебели и деревообработки"	"1076н от 22.12.2014"	""	""
"93"	"344"	"23.015"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой линий по шлифованию и облицовыванию древесных плит"	"Оператор линий по производству шлифованных и облицованных древесныхплит"	"1075н от 22.12.2014"	""	""
"94"	"363"	"23.016"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Эксплуатационное обслуживание оборудования кислотного цеха производства целлюлозы"	"Кислотчик"	"1136н от 25.12.2014"	""	""
"95"	"365"	"23.018"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Ведение технологического процесса варки целлюлозы"	"Варщик целлюлозы"	"1181н от 26.12.2014"	""	""
"96"	"366"	"23.019"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Ведение технологического процесса выпарки щелоков и барды на выпарной установке"	"Выпарщик щелоков"	"1187н от 26.12.2014"	""	""
"97"	"368"	"23.021"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Изготовление обоев на обоепечатной машине"	"Машинист обоепечатной машины"	"1167н от 26.12.2014"	""	""
"98"	"369"	"23.022"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой пергаментной машины"	"Машинист пергаментной машины"	"1171н от 26.12.2014"	""	""
"99"	"370"	"23.023"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой печатно-высекального агрегата"	"Машинист печатно-высекального агрегата"	"1147н от 25.12.2014"	""	""
"100"	"371"	"23.024"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой пресспата, бумагоделательной и картоноделательной машин"	"Машинист пресспата (сеточник), бумагоделательной икартоноделательноймашин"	"1148н от 25.12.2014"	""	""
"101"	"375"	"23.027"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Проведение технологического процесса отбелки целлюлозы"	"Отбельщик"	"1162н от 26.12.2014"	""	""
"102"	"377"	"23.029"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой оборудования для производства древесной массы изщепы"	"Оператор производства древесной массы из щепы"	"1149н от 25.12.2014"	""	""
"103"	"378"	"23.030"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Разрезание бумаги, картона и целлюлозы на резательном оборудовании различного типа"	"Резчик бумаги, картона, целлюлозы, гофрокартона"	"1130н от 25.12.2014"	""	""
"104"	"380"	"23.032"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление работой линий на деревоперерабатывающих производствах"	"Оператор линий деревообрабатывающих производств (клееныйщит,клееныйбрус, профильный погонаж)"	"1172н от 26.12.2014"	""	""
"105"	"381"	"23.033"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Выполнение комплекса работ по подготовке станочного дереворежущего инструмента"	"Заточник по подготовке станочного дереворежущего инструмента длядеревообрабатывающих, мебельных и лесопильных производств"	"1173н от 26.12.2014"	""	""
"106"	"383"	"23.034"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Изготовление деталей из древесины на оборудовании универсального назначения в деревообработке и производстве мебели"	"Станочник для работы на оборудовании универсального назначения вдеревообработке и производстве мебели"	"1179н от 26.12.2014"	""	""
"107"	"384"	"23.035"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Обработка заготовок, деталей, изделий из древесины на специализированных, специальных станках и другом специализированном деревообрабатывающем оборудовании"	"Станочник для работы на специализированных, специальных станках и другом специализированном оборудовании в деревообработке и производстве мебели"	"1165н от 26.12.2014"	""	""
"108"	"385"	"23.036"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Сборка изделий мебели из древесных материалов"	"Сборщик изделий мебели из древесных материалов"	"1183н от 26.12.2014"	""	""
"109"	"389"	"23.038"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Разработка и выбор технологических процессов механической обработки заготовок и деталей из древесных материалов в производстве мебели"	"Специалист по механической обработке заготовок и деталей из древесных материалов в производстве мебели"	"220н от 07.04.2015"	""	""
"110"	"395"	"23.040"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Контроль качества изделий и деталей на мебельном производстве"	"Инженер по контролю качества производства мебели"	"1151н от 25.12.2014"	""	""
"111"	"419"	"23.041"	"Деревообрабатывающая и целлюлозно-бумажная промышленность, мебельное производство"	"Управление, разработка и технологическое сопровождение процессов целлюлозно-бумажного производства"	"Инженер-технолог целлюлозно-бумажного производства"	"110н от 24.02.2015"	""	""
