razdel,code,name,level,parent_code
A,01,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",unknown,
A,01.1,Выращивание однолетних культур,unknown,01
A,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",unknown,01
A,01.11.1,Выращивание зерновых культур,unknown,01.11
A,01.11.11,Выращивание пшеницы,unknown,01.11
A,01.11.12,Выращивание ячменя,unknown,01.11
A,01.11.13,Выращивание ржи,unknown,01.11
A,01.11.14,Выращивание кукурузы,unknown,01.11
A,01.11.15,Выращивание овса,unknown,01.11
A,01.11.16,Выращивание гречихи,unknown,01.11
A,01.11.19,Выращивание прочих зерновых культур,unknown,01.11
A,01.11.2,Выращивание зернобобовых культур,unknown,01.11
A,01.11.3,Выращивание семян масличных культур,unknown,01.11
A,01.11.31,Выращивание семян подсолнечника,unknown,01.11
A,01.11.32,Выращивание семян рапса,unknown,01.11
A,01.11.33,Выращивание семян соевых бобов,unknown,01.11
A,01.11.39,Выращивание семян прочих масличных культур,unknown,01.11
A,01.12,Выращивание риса,unknown,01
A,01.13,"Выращивание овощей, бахчевых, корнеплодных и клубнеплодных культур, грибов и трюфелей",unknown,01
A,01.13.1,Выращивание овощей,unknown,01.13
A,01.13.11,Выращивание овощей открытого грунта,unknown,01.13
A,01.13.12,Выращивание овощей защищенного грунта,unknown,01.13
A,01.13.2,Выращивание бахчевых культур,unknown,01.13
A,01.13.3,Выращивание столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина,unknown,01.13
A,01.13.31,Выращивание картофеля,unknown,01.13
A,01.13.39,Выращивание прочих столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина,unknown,01.13
A,01.13.4,"Выращивание семян овощных культур, за исключением семян сахарной свеклы",unknown,01.13
A,01.13.5,Выращивание сахарной свеклы и семян сахарной свеклы,unknown,01.13
A,01.13.51,Выращивание сахарной свеклы,unknown,01.13
A,01.13.52,Выращивание семян сахарной свеклы,unknown,01.13
A,01.13.6,Выращивание грибов и трюфелей,unknown,01.13
A,01.13.9,"Выращивание овощей, не включенных в другие группировки",unknown,01.13
A,01.14,Выращивание сахарного тростника,unknown,01
A,01.15,Выращивание табака и махорки,unknown,01
A,01.16,Выращивание волокнистых прядильных культур,unknown,01
A,01.16.1,Выращивание хлопчатника,unknown,01.16
A,01.16.2,Выращивание льна,unknown,01.16
A,01.16.3,Выращивание обыкновенной конопли,unknown,01.16
A,01.16.9,Выращивание прочих текстильных культур,unknown,01.16
A,01.19,Выращивание прочих однолетних культур,unknown,01
A,01.19.1,Выращивание однолетних кормовых культур,unknown,01.19
A,01.19.2,Цветоводство,unknown,01.19
A,01.19.21,Выращивание цветов в открытом и защищенном грунте,unknown,01.19
A,01.19.22,Выращивание семян цветов,unknown,01.19
A,01.19.3,Выращивание семян свеклы (кроме семян сахарной свеклы) и семян кормовых культур,unknown,01.19
A,01.19.9,"Выращивание прочих однолетних культур, не включенных в другие группировки",unknown,01.19
A,01.2,Выращивание многолетних культур,unknown,01
A,01.21,Выращивание винограда,unknown,01
A,01.22,Выращивание тропических и субтропических культур,unknown,01
A,01.23,Выращивание цитрусовых культур,unknown,01
A,01.24,Выращивание семечковых и косточковых культур,unknown,01
A,01.25,"Выращивание прочих плодовых деревьев, кустарников и орехов",unknown,01
A,01.25.1,Выращивание прочих плодовых и ягодных культур,unknown,01.25
A,01.25.2,Выращивание семян плодовых и ягодных культур,unknown,01.25
A,01.25.3,Выращивание орехоплодных культур,unknown,01.25
A,01.26,Выращивание плодов масличных культур,unknown,01
A,01.27,Выращивание культур для производства напитков,unknown,01
A,01.27.1,Выращивание чая,unknown,01.27
A,01.27.9,Выращивание прочих культур для производства напитков,unknown,01.27
A,01.28,"Выращивание специй, пряно-ароматических, эфиромасличных и лекарственных культур",unknown,01
A,01.28.1,Выращивание пряностей,unknown,01.28
A,01.28.2,Выращивание хмеля,unknown,01.28
A,01.28.3,"Выращивание растений, используемых в основном в парфюмерии, фармации или в качестве инсектицидов, фунгицидов и для аналогичных целей",unknown,01.28
A,01.29,Выращивание прочих многолетних культур,unknown,01
A,01.3,Выращивание рассады,unknown,01
A,01.30,Выращивание рассады,unknown,01
A,01.4,Животноводство,unknown,01
A,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",unknown,01
A,01.41.1,Разведение молочного крупного рогатого скота,unknown,01.41
A,01.41.11,"Разведение молочного крупного рогатого скота, кроме племенного",unknown,01.41
A,01.41.12,Разведение племенного молочного крупного рогатого скота,unknown,01.41
A,01.41.2,"Производство сырого коровьего молока и сырого молока прочего крупного рогатого скота (буйволов, яков и др.)",unknown,01.41
A,01.41.21,Производство сырого коровьего молока,unknown,01.41
A,01.41.29,"Производство сырого молока прочего крупного рогатого скота (буйволов, яков и др.)",unknown,01.41
A,01.42,"Разведение прочих пород крупного рогатого скота и буйволов, производство спермы",unknown,01
A,01.42.1,"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",unknown,01.42
A,01.42.11,"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др., на мясо",unknown,01.42
A,01.42.12,"Разведение племенного мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",unknown,01.42
A,01.42.2,"Производство бычьей спермы, а также спермы буйволов, яков и др.",unknown,01.42
A,01.43,Разведение лошадей и прочих животных семейства лошадиных отряда непарнокопытных,unknown,01
A,01.43.1,"Разведение лошадей, ослов, мулов, лошаков",unknown,01.43
A,01.43.2,Производство сырого кобыльего молока,unknown,01.43
A,01.43.3,Производство спермы жеребцов и ослов,unknown,01.43
A,01.44,Разведение верблюдов и прочих животных семейства верблюжьих,unknown,01
A,01.45,Разведение овец и коз,unknown,01
A,01.45.1,Разведение овец и коз,unknown,01.45
A,01.45.2,Производство сырого овечьего и козьего молока,unknown,01.45
A,01.45.3,Производство сырой (немытой) шерсти и волоса козы,unknown,01.45
A,01.45.4,Разведение племенных овец и коз,unknown,01.45
A,01.46,Разведение свиней,unknown,01
A,01.46.1,Выращивание и разведение свиней,unknown,01.46
A,01.46.11,Выращивание свиней на мясо,unknown,01.46
A,01.46.12,Разведение племенного поголовья свиней,unknown,01.46
A,01.46.2,Производство спермы хряков,unknown,01.46
A,01.47,Разведение сельскохозяйственной птицы,unknown,01
A,01.47.1,"Выращивание и разведение сельскохозяйственной птицы: кур, индеек, уток, гусей и цесарок",unknown,01.47
A,01.47.11,Выращивание сельскохозяйственной птицы на мясо,unknown,01.47
A,01.47.12,Разведение племенной сельскохозяйственной птицы,unknown,01.47
A,01.47.2,Производство яиц сельскохозяйственной птицы,unknown,01.47
A,01.47.3,Деятельность инкубаторов для птицеводства,unknown,01.47
A,01.49,Разведение прочих животных,unknown,01
A,01.49.1,Пчеловодство,unknown,01.49
A,01.49.11,Пчеловодство медового направления,unknown,01.49
A,01.49.12,Пчеловодство опылительного направления,unknown,01.49
A,01.49.13,Пчеловодство разведенческого направления,unknown,01.49
A,01.49.2,Разведение кроликов и прочих пушных зверей на фермах,unknown,01.49
A,01.49.21,"Разведение кроликов, производство тонкого волоса кроликов на фермах",unknown,01.49
A,01.49.22,Разведение прочих пушных зверей на фермах,unknown,01.49
A,01.49.3,Разведение шелкопряда,unknown,01.49
A,01.49.31,Производство грен шелкопряда,unknown,01.49
A,01.49.32,Производство коконов шелкопряда,unknown,01.49
A,01.49.4,Разведение оленей,unknown,01.49
A,01.49.41,Разведение домашних северных оленей,unknown,01.49
A,01.49.42,"Разведение пятнистых оленей, ланей",unknown,01.49
A,01.49.43,"Разведение благородных оленей (европейских, кавказских, маралов, изюбрей)",unknown,01.49
A,01.49.44,"Производство пантов северных оленей, пятнистых оленей, благородных оленей (европейских, кавказских, маралов, изюбрей), ланей",unknown,01.49
A,01.49.5,Разведение домашних животных,unknown,01.49
A,01.49.6,Разведение лабораторных животных,unknown,01.49
A,01.49.7,Разведение дождевых червей,unknown,01.49
A,01.49.9,"Разведение прочих животных, не включенных в другие группировки",unknown,01.49
A,01.5,Смешанное сельское хозяйство,unknown,01
A,01.50,Смешанное сельское хозяйство,unknown,01
A,01.6,Деятельность вспомогательная в области производства сельскохозяйственных культур и послеуборочной обработки сельхозпродукции,unknown,01
A,01.61,Предоставление услуг в области растениеводства,unknown,01
A,01.62,Предоставление услуг в области животноводства,unknown,01
A,01.63,Деятельность сельскохозяйственная после сбора урожая,unknown,01
A,01.64,Обработка семян для посадки,unknown,01
A,01.7,"Охота, отлов и отстрел диких животных, включая предоставление услуг в этих областях",unknown,01
A,01.70,"Охота, отлов и отстрел диких животных, включая предоставление услуг в этих областях",unknown,01
A,01.70.1,Промысловая охота,unknown,01.70
A,01.70.2,Любительская и спортивная охота,unknown,01.70
A,01.70.21,"Любительская и спортивная охота в отношении охотничьих ресурсов, находящихся в полувольных условиях и искусственно созданной среде обитания",unknown,01.70
A,01.70.29,Любительская и спортивная охота прочая,unknown,01.70
A,01.70.3,"Охота в целях осуществления научно-исследовательской деятельности, образовательной деятельности",unknown,01.70
A,01.70.4,Охота в целях регулирования численности охотничьих ресурсов,unknown,01.70
A,01.70.5,"Охота в целях акклиматизации, переселения и гибридизации охотничьих ресурсов",unknown,01.70
A,01.70.6,Охота в целях содержания и разведения охотничьих ресурсов в полувольных условиях или искусственно созданной среде обитания,unknown,01.70
A,01.70.7,Охота в целях обеспечения ведения традиционного образа жизни и осуществления традиционной хозяйственной деятельности,unknown,01.70
A,02,Лесоводство и лесозаготовки,unknown,
A,02.1,Лесоводство и прочая лесохозяйственная деятельность,unknown,02
A,02.10,Лесоводство и прочая лесохозяйственная деятельность,unknown,02
A,02.10.1,Деятельность лесопитомников,unknown,02.10
A,02.10.11,"Выращивание посадочного материала лесных растений (саженцев, сеянцев)",unknown,02.10
A,02.10.19,Выращивание прочей продукции лесопитомниками,unknown,02.10
A,02.10.2,Деятельность лесохозяйственная прочая,unknown,02.10
A,02.2,Лесозаготовки,unknown,02
A,02.20,Лесозаготовки,unknown,02
A,02.3,"Сбор и заготовка пищевых лесных ресурсов, недревесных лесных ресурсов и лекарственных растений",unknown,02
A,02.30,"Сбор и заготовка пищевых лесных ресурсов, недревесных лесных ресурсов и лекарственных растений",unknown,02
A,02.30.1,Сбор и заготовка пищевых лесных ресурсов,unknown,02.30
A,02.30.11,Сбор и заготовка дикорастущих грибов,unknown,02.30
A,02.30.12,"Сбор и заготовка дикорастущих плодов, ягод",unknown,02.30
A,02.30.13,Сбор и заготовка дикорастущих орехов,unknown,02.30
A,02.30.14,Сбор лекарственных растений,unknown,02.30
A,02.30.2,Сбор и заготовка недревесных лесных ресурсов,unknown,02.30
A,02.4,Предоставление услуг в области лесоводства и лесозаготовок,unknown,02
A,02.40,Предоставление услуг в области лесоводства и лесозаготовок,unknown,02
A,02.40.1,Предоставление услуг в области лесоводства,unknown,02.40
A,02.40.2,Предоставление услуг в области лесозаготовок,unknown,02.40
A,03,Рыболовство и рыбоводство,unknown,
A,03.1,Рыболовство,unknown,03
A,03.11,Рыболовство морское,unknown,03
A,03.11.1,Рыболовство морское промышленное,unknown,03.11
A,03.11.2,Рыболовство морское прибрежное,unknown,03.11
A,03.11.3,Рыболовство в научно-исследовательских и контрольных целях,unknown,03.11
A,03.11.4,Рыболовство в учебных и культурно-просветительских целях,unknown,03.11
A,03.11.5,Рыболовство морское в целях аквакультуры (рыбоводства),unknown,03.11
A,03.12,Рыболовство пресноводное,unknown,03
A,03.12.1,Рыболовство пресноводное промышленное,unknown,03.12
A,03.12.2,Рыболовство пресноводное в целях аквакультуры (рыбоводства),unknown,03.12
A,03.12.3,Рыболовство любительское и спортивное,unknown,03.12
A,03.12.4,"Рыболовство в целях обеспечения ведения традиционного образа жизни и осуществления традиционной хозяйственной деятельности коренных малочисленных народов Севера, Сибири и Дальнего Востока Российской Федерации",unknown,03.12
A,03.2,Рыбоводство,unknown,03
A,03.21,Рыбоводство морское,unknown,03
A,03.21.1,Рыбоводство морское индустриальное,unknown,03.21
A,03.21.2,Рыбоводство морское пастбищное,unknown,03.21
A,03.21.3,Мелиорация рыбохозяйственная морских и минерализированных водных объектов,unknown,03.21
A,03.21.4,Воспроизводство морских биоресурсов искусственное,unknown,03.21
A,03.21.5,Акклиматизация морских биоресурсов,unknown,03.21
A,03.21.9,Деятельность по морскому рыбоводству прочая,unknown,03.21
A,03.22,Рыбоводство пресноводное,unknown,03
A,03.22.1,Рыбоводство пресноводное индустриальное,unknown,03.22
A,03.22.2,Рыбоводство пресноводное пастбищное,unknown,03.22
A,03.22.3,Рыбоводство прудовое,unknown,03.22
A,03.22.4,Мелиорация рыбохозяйственная пресноводных объектов,unknown,03.22
A,03.22.5,Воспроизводство пресноводных биоресурсов искусственное,unknown,03.22
A,03.22.6,Акклиматизация пресноводных биоресурсов,unknown,03.22
A,03.22.7,Деятельность по племенному разведению рыб,unknown,03.22
A,03.22.9,Деятельность по пресноводному рыбоводству прочая,unknown,03.22
B,05,Добыча угля,unknown,
B,05.1,Добыча и обогащение угля и антрацита,unknown,05
B,05.10,Добыча и обогащение угля и антрацита,unknown,05
B,05.10.1,Добыча угля и антрацита,unknown,05.10
B,05.10.11,Добыча антрацита открытым способом,unknown,05.10
B,05.10.12,Добыча коксующегося угля открытым способом,unknown,05.10
B,05.10.13,"Добыча угля, за исключением антрацита, угля коксующегося и угля бурого, открытым способом",unknown,05.10
B,05.10.14,Добыча антрацита подземным способом,unknown,05.10
B,05.10.15,Добыча коксующегося угля подземным способом,unknown,05.10
B,05.10.16,"Добыча угля, за исключением антрацита, угля коксующегося и угля бурого, подземным способом",unknown,05.10
B,05.10.2,Обогащение угля,unknown,05.10
B,05.10.21,Обогащение антрацита,unknown,05.10
B,05.10.22,Обогащение коксующегося угля,unknown,05.10
B,05.10.23,"Обогащение угля, кроме антрацита, угля коксующегося и угля бурого",unknown,05.10
B,05.2,Добыча и обогащение бурого угля (лигнита),unknown,05
B,05.20,Добыча и обогащение бурого угля (лигнита),unknown,05
B,05.20.1,Добыча бурого угля (лигнита),unknown,05.20
B,05.20.11,Добыча бурого угля (лигнита) открытым способом,unknown,05.20
B,05.20.12,Добыча бурого угля (лигнита) подземным способом,unknown,05.20
B,05.20.2,Обогащение бурого угля (лигнита),unknown,05.20
B,06,Добыча нефти и природного газа,unknown,
B,06.1,Добыча нефти и нефтяного (попутного) газа,unknown,06
B,06.10,Добыча нефти и нефтяного (попутного) газа,unknown,06
B,06.10.1,Добыча нефти,unknown,06.10
B,06.10.2,"Добыча горючих (битуминозных) сланцев, песка и озокерита",unknown,06.10
B,06.10.3,Добыча нефтяного (попутного) газа,unknown,06.10
B,06.2,Добыча природного газа и газового конденсата,unknown,06
B,06.20,Добыча природного газа и газового конденсата,unknown,06
B,06.20.1,Добыча природного газа,unknown,06.20
B,06.20.2,Добыча газового конденсата,unknown,06.20
B,07,Добыча металлических руд,unknown,
B,07.1,Добыча и обогащение железных руд,unknown,07
B,07.10,Добыча и обогащение железных руд,unknown,07
B,07.10.1,Добыча железных руд подземным способом,unknown,07.10
B,07.10.2,Добыча железных руд открытым способом,unknown,07.10
B,07.10.3,Обогащение и агломерация железных руд,unknown,07.10
B,07.2,Добыча руд цветных металлов,unknown,07
B,07.21,Добыча урановой и ториевой руд,unknown,07
B,07.21.1,Добыча и первичное обогащение урановых руд,unknown,07.21
B,07.21.11,"Добыча урановых руд подземным способом, включая способы подземного и кучного выщелачивания",unknown,07.21
B,07.21.12,"Добыча урановых руд открытым способом, включая способ кучного выщелачивания",unknown,07.21
B,07.21.2,Добыча и первичное обогащение ториевых руд,unknown,07.21
B,07.29,Добыча руд прочих цветных металлов,unknown,07
B,07.29.1,Добыча и обогащение медной руды,unknown,07.29
B,07.29.2,Добыча и обогащение никелевой и кобальтовой руд,unknown,07.29
B,07.29.21,Добыча и обогащение никелевой руды,unknown,07.29
B,07.29.22,Добыча и обогащение кобальтовой руды,unknown,07.29
B,07.29.3,Добыча и обогащение алюминийсодержащего сырья (бокситов и нефелин-апатитовых руд),unknown,07.29
B,07.29.31,Добыча алюминийсодержащего сырья подземным способом,unknown,07.29
B,07.29.32,Добыча алюминийсодержащего сырья открытым способом,unknown,07.29
B,07.29.33,Обогащение нефелин-апатитовых руд,unknown,07.29
B,07.29.4,Добыча руд и песков драгоценных металлов и руд редких металлов,unknown,07.29
B,07.29.41,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",unknown,07.29
B,07.29.42,"Добыча и обогащение руд редких металлов (циркония, тантала, ниобия и т. п.)",unknown,07.29
B,07.29.5,Добыча и обогащение свинцово-цинковой руды,unknown,07.29
B,07.29.6,Добыча и обогащение оловянной руды,unknown,07.29
B,07.29.7,Добыча и обогащение титаномагниевого сырья,unknown,07.29
B,07.29.8,Добыча и обогащение вольфраммолибденовой руды,unknown,07.29
B,07.29.9,Добыча и обогащение руд прочих цветных металлов,unknown,07.29
B,07.29.91,Добыча и обогащение сурьмяно-ртутных руд,unknown,07.29
B,07.29.92,Добыча и обогащение марганцевых руд,unknown,07.29
B,07.29.93,Добыча и обогащение хромовых (хромитовых) руд,unknown,07.29
B,07.29.99,"Добыча и обогащение руд прочих цветных металлов, не включенных в другие группировки",unknown,07.29
B,08,Добыча прочих полезных ископаемых,unknown,
B,08.1,"Добыча камня, песка и глины",unknown,08
B,08.11,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",unknown,08
B,08.11.1,Добыча и первичная обработка камня для памятников и строительства,unknown,08.11
B,08.11.2,Добыча и первичная обработка известняка и гипсового камня,unknown,08.11
B,08.11.3,Добыча мела и некальцинированного доломита,unknown,08.11
B,08.11.4,Добыча и первичная обработка сланцев,unknown,08.11
B,08.12,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",unknown,08
B,08.12.1,Разработка гравийных и песчаных карьеров,unknown,08.12
B,08.12.2,Добыча глины и каолина,unknown,08.12
B,08.9,"Добыча полезных ископаемых, не включенных в другие группировки",unknown,08
B,08.91,Добыча минерального сырья для химической промышленности и производства минеральных удобрений,unknown,08
B,08.92,Добыча и агломерация торфа,unknown,08
B,08.92.1,Добыча торфа,unknown,08.92
B,08.92.2,Агломерация торфа,unknown,08.92
B,08.93,Добыча соли,unknown,08
B,08.99,"Добыча прочих полезных ископаемых, не включенных в другие группировки",unknown,08
B,08.99.1,"Добыча природного асфальта, асфальтитов и битумных пород",unknown,08.99
B,08.99.2,"Добыча абразивных материалов, асбеста, кремнеземистой каменной муки, природных графитов, мыльного камня (талька), полевого шпата и т. д.",unknown,08.99
B,08.99.21,"Добыча природных абразивов, кроме алмазов",unknown,08.99
B,08.99.22,Добыча вермикулита,unknown,08.99
B,08.99.23,Добыча асбеста хризотилового,unknown,08.99
B,08.99.3,"Добыча драгоценных камней, кварца, слюды, мусковита и т. д.",unknown,08.99
B,08.99.31,"Добыча драгоценных и полудрагоценных камней, кроме алмазов",unknown,08.99
B,08.99.32,Добыча алмазов,unknown,08.99
B,08.99.33,Добыча мусковита,unknown,08.99
B,08.99.34,Добыча пьезокварца,unknown,08.99
B,08.99.35,Добыча гранулированного кварца,unknown,08.99
B,08.99.36,Добыча слюды,unknown,08.99
B,09,Предоставление услуг в области добычи полезных ископаемых,unknown,
B,09.1,Предоставление услуг в области добычи нефти и природного газа,unknown,09
B,09.10,Предоставление услуг в области добычи нефти и природного газа,unknown,09
B,09.10.1,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",unknown,09.10
B,09.10.2,"Предоставление услуг по монтажу, ремонту и демонтажу буровых вышек",unknown,09.10
B,09.10.3,Предоставление услуг по доразведке месторождений нефти и газа на особых экономических условиях (по соглашению о разделе продукции - СРП),unknown,09.10
B,09.10.4,Сжижение и обогащение природного газа на месте добычи для последующей транспортировки,unknown,09.10
B,09.10.9,Предоставление прочих услуг в области добычи нефти и природного газа,unknown,09.10
B,09.9,Предоставление услуг в других областях добычи полезных ископаемых,unknown,09
B,09.90,Предоставление услуг в других областях добычи полезных ископаемых,unknown,09
C,10,Производство пищевых продуктов,unknown,
C,10.1,Переработка и консервирование мяса и мясной пищевой продукции,unknown,10
C,10.11,Переработка и консервирование мяса,unknown,10
C,10.11.1,Производство мяса в охлажденном виде,unknown,10.11
C,10.11.2,Производство пищевых субпродуктов в охлажденном виде,unknown,10.11
C,10.11.3,Производство мяса и пищевых субпродуктов в замороженном виде,unknown,10.11
C,10.11.4,"Производство щипаной шерсти, сырых шкур и кож крупного рогатого скота, животных семейств лошадиных и оленевых, овец и коз",unknown,10.11
C,10.11.5,Производство животных жиров,unknown,10.11
C,10.11.6,"Производство субпродуктов, непригодных для употребления в пищу",unknown,10.11
C,10.12,Производство и консервирование мяса птицы,unknown,10
C,10.12.1,Производство мяса птицы в охлажденном виде,unknown,10.12
C,10.12.2,Производство мяса птицы в замороженном виде,unknown,10.12
C,10.12.3,Производство жиров домашней птицы,unknown,10.12
C,10.12.4,"Производство субпродуктов домашней птицы, пригодных для употребления в пищу",unknown,10.12
C,10.12.5,Производство пера и пуха,unknown,10.12
C,10.13,Производство продукции из мяса убойных животных и мяса птицы,unknown,10
C,10.13.1,"Производство соленого, вареного, запеченого, копченого, вяленого и прочего мяса",unknown,10.13
C,10.13.2,Производство колбасных изделий,unknown,10.13
C,10.13.3,Производство мясных (мясосодержащих) консервов,unknown,10.13
C,10.13.4,Производство мясных (мясосодержащих) полуфабрикатов,unknown,10.13
C,10.13.5,Производство кулинарных мясных (мясосодержащих) изделий,unknown,10.13
C,10.13.6,Производство прочей пищевой продукции из мяса или мясных пищевых субпродуктов,unknown,10.13
C,10.13.7,"Производство муки и гранул из мяса и мясных субпродуктов, непригодных для употребления в пищу",unknown,10.13
C,10.13.9,Предоставление услуг по тепловой обработке и прочим способам переработки мясных продуктов,unknown,10.13
C,10.2,"Переработка и консервирование рыбы, ракообразных и моллюсков",unknown,10
C,10.20,"Переработка и консервирование рыбы, ракообразных и моллюсков",unknown,10
C,10.20.1,Переработка и консервирование рыбы,unknown,10.20
C,10.20.2,Переработка и консервирование ракообразных и моллюсков,unknown,10.20
C,10.20.3,Производство пищевой рыбной муки или муки для корма животных,unknown,10.20
C,10.20.4,"Производство муки грубого помола и растворимых компонентов из рыбы и прочих водных животных, непригодных для потребления человеком",unknown,10.20
C,10.20.5,"Деятельность по обработке морских водорослей, в том числе морской капусты",unknown,10.20
C,10.20.9,"Производство прочих продуктов из рыбы, ракообразных, моллюсков и прочих водных беспозвоночных, непригодных для употребления в пищу",unknown,10.20
C,10.3,Переработка и консервирование фруктов и овощей,unknown,10
C,10.31,Переработка и консервирование картофеля,unknown,10
C,10.32,Производство соковой продукции из фруктов и овощей,unknown,10
C,10.39,Прочие виды переработки и консервирования фруктов и овощей,unknown,10
C,10.39.1,Переработка и консервирование овощей (кроме картофеля) и грибов,unknown,10.39
C,10.39.2,Переработка и консервирование фруктов и орехов,unknown,10.39
C,10.39.9,Предоставление услуг по тепловой обработке и прочим способам подготовки овощей и фруктов для консервирования,unknown,10.39
C,10.4,Производство растительных и животных масел и жиров,unknown,10
C,10.41,Производство масел и жиров,unknown,10
C,10.41.1,"Производство нерафинированных животных масел и жиров, их фракций",unknown,10.41
C,10.41.2,Производство нерафинированных растительных масел и их фракций,unknown,10.41
C,10.41.21,Производство нерафинированного соевого масла и его фракций,unknown,10.41
C,10.41.22,Производство нерафинированного арахисового масла и его фракций,unknown,10.41
C,10.41.23,Производство нерафинированного оливкового масла и его фракций,unknown,10.41
C,10.41.24,Производство нерафинированного подсолнечного масла и его фракций,unknown,10.41
C,10.41.25,Производство нерафинированного хлопкового масла и его фракций,unknown,10.41
C,10.41.26,Производство нерафинированного рапсового сурепного и горчичного масла и их фракций,unknown,10.41
C,10.41.27,Производство нерафинированного пальмового масла и его фракций,unknown,10.41
C,10.41.28,Производство нерафинированного кокосового масла и его фракций,unknown,10.41
C,10.41.29,Производство прочих нерафинированных растительных масел и их фракций,unknown,10.41
C,10.41.3,Производство хлопкового линта,unknown,10.41
C,10.41.4,Производство жмыха и муки тонкого и грубого помола из семян или плодов масличных культур,unknown,10.41
C,10.41.5,Производство рафинированных растительных масел и их фракций,unknown,10.41
C,10.41.51,Производство рафинированного соевого масла и его фракций,unknown,10.41
C,10.41.52,Производство рафинированного арахисового масла и его фракций,unknown,10.41
C,10.41.53,Производство рафинированного оливкового масла и его фракций,unknown,10.41
C,10.41.54,Производство рафинированного подсолнечного масла и его фракций,unknown,10.41
C,10.41.55,Производство рафинированного хлопкового масла и его фракций,unknown,10.41
C,10.41.56,"Производство рафинированного рапсового, сурепного, горчичного масел и их фракций",unknown,10.41
C,10.41.57,Производство рафинированного пальмового масла и его фракций,unknown,10.41
C,10.41.58,Производство рафинированного кокосового масла и его фракций,unknown,10.41
C,10.41.59,Производство прочих рафинированных растительных масел и их фракций,unknown,10.41
C,10.41.6,Производство гидрогенизированных и переэтерифицированных животных и растительных жиров и масел и их фракций,unknown,10.41
C,10.41.7,Производство растительных восков и дегры,unknown,10.41
C,10.42,Производство маргариновой продукции,unknown,10
C,10.5,Производство молочной продукции,unknown,10
C,10.51,Производство молока (кроме сырого) и молочной продукции,unknown,10
C,10.51.1,Производство питьевого молока и питьевых сливок,unknown,10.51
C,10.51.2,"Производство сливочного масла, топленого масла, масляной пасты, молочного жира, спредов и топленых сливочно-растительных смесей",unknown,10.51
C,10.51.3,Производство сыра и сырных продуктов,unknown,10.51
C,10.51.4,Производство молока и сливок в твердой форме,unknown,10.51
C,10.51.9,Производство прочей молочной продукции,unknown,10.51
C,10.52,Производство мороженого,unknown,10
C,10.6,"Производство продуктов мукомольной и крупяной промышленности, крахмала и крахмалосодержащих продуктов",unknown,10
C,10.61,Производство продуктов мукомольной и крупяной промышленности,unknown,10
C,10.61.1,Производство обработанного риса,unknown,10.61
C,10.61.2,Производство муки из зерновых культур,unknown,10.61
C,10.61.3,Производство крупы и гранул из зерновых культур,unknown,10.61
C,10.61.4,"Производство мучных смесей и приготовление мучных смесей или теста для хлеба, тортов, бисквитов и блинов",unknown,10.61
C,10.62,Производство крахмала и крахмалосодержащих продуктов,unknown,10
C,10.62.1,Производство крахмала,unknown,10.62
C,10.62.2,Производство нерафинированного кукурузного масла и его фракций,unknown,10.62
C,10.62.3,Производство рафинированного кукурузного масла и его фракций,unknown,10.62
C,10.62.9,Производство прочих крахмалосодержащих продуктов,unknown,10.62
C,10.7,Производство хлебобулочных и мучных кондитерских изделий,unknown,10
C,10.71,"Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения",unknown,10
C,10.71.1,Производство хлеба и хлебобулочных изделий недлительного хранения,unknown,10.71
C,10.71.2,"Производство мучных кондитерских изделий, тортов и пирожных недлительного хранения",unknown,10.71
C,10.71.3,Производство охлажденных хлебобулочных полуфабрикатов,unknown,10.71
C,10.72,"Производство сухарей, печенья и прочих сухарных хлебобулочных изделий, производство мучных кондитерских изделий, тортов, пирожных, пирогов и бисквитов, предназначенных для длительного хранения",unknown,10
