code,title,parent_code,group_level,source_url,source_status,source_file,candidate_type
3134,Операторы нефте- и газоочистных и перерабатывающих установок,313,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3135,Операторы технологических процессов производства металла,313,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3139,Техники (операторы) по управлению технологическими процессами, не входящие в другие группы,313,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
314,Средний специальный персонал в биологии, сельском и лесном хозяйстве,31,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3141,Специалисты-техники в области биологических исследований (за исключением среднего медицинского персонала),314,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3142,Средний специальный персонал в сельском хозяйстве,314,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3143,Специалисты-техники по лесному хозяйству и лесозаготовительному производству,314,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
315,Специалисты-техники по управлению и эксплуатации водных и воздушных судов,31,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3151,Судовые механики,315,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3152,Капитаны судов и лоцманы,315,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3153,Пилоты воздушных судов и специалисты родственных занятий,315,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3154,Авиационные диспетчеры,315,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3155,Техники-электроники по системам безопасности полетов,315,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
32,Средний медицинский персонал здравоохранения,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
321,Фельдшеры, техники по обслуживанию медицинского оборудования и фармацевты,32,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3211,Техники по обслуживанию медицинского оборудования,321,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3212,Фельдшеры-лаборанты медицинских и патологоанатомических лабораторий,321,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3213,Фармацевты,321,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3214,Зубные техники и техники-протезисты,321,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
322,Средний медицинский персонал по уходу и акушерству,32,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3221,Средний медицинский персонал по уходу,322,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3222,Средний медицинский персонал по акушерству,322,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
323,Лекари народной медицины и целители,32,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3230,Лекари народной медицины и целители,323,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
324,Ветеринарные фельдшеры,32,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3240,Ветеринарные фельдшеры,324,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
325,Прочий средний медицинский персонал здравоохранения,32,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3251,Зубные врачи,325,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3252,Медицинские регистраторы,325,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3253,Работники общественного здоровья,325,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3254,Медицинские оптики-оптометристы,325,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3255,Фельдшеры-физиотерапевты и другие физиотерапевты среднего уровня квалификации,325,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3256,Помощники (ассистенты) врачей,325,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3257,Инспекторы и другой средний медицинский персонал по охране труда и окружающей среды,325,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3258,Средний медицинский персонал скорой помощи,325,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3259,Средний медицинский персонал здравоохранения, не входящий в другие группы,325,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
33,Средний специальный персонал по экономической и административной деятельности,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
331,Средний специальный персонал в сфере финансовой деятельности, учета и обработки числовой информации,33,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3311,Дилеры и брокеры по продаже ценных бумаг и финансовых документов,331,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3312,Кредитные агенты,331,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3313,Помощники бухгалтеров,331,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3314,Техники-статистики и персонал родственных занятий, связанных с проведением математических расчетов и вычислений,331,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
332,Агенты по закупкам и продажам и торговые брокеры,33,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3321,Страховые агенты,332,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3322,Агенты по коммерческим продажам,332,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3323,Закупщики,332,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3324,Торговые брокеры,332,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
333,Агенты по коммерческим услугам,33,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3331,Агенты по таможенной очистке и сопровождению грузов и товаров,333,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3332,Организаторы конференций и других мероприятий,333,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3333,Агенты по трудовым договорам и найму,333,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3334,Агенты по операциям с недвижимостью и другой собственностью,333,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3339,Агенты по коммерческим услугам, не входящие в другие группы,333,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
334,Средний персонал, занятый в административно-управленческой деятельности,33,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3341,Офис-менеджеры,334,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3342,Средний юридический персонал,334,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3343,Административный и иной исполнительный среднетехнический персонал,334,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3344,Медицинские статистики,334,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
335,Среднетехнический персонал на государственной службе,33,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3351,Таможенные и пограничные инспекторы,335,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3352,Государственные служащие по налогам и акцизным сборам,335,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3353,Государственные служащие по социальному и пенсионному обеспечению,335,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3354,Государственные служащие по лицензиям,335,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3355,Инспекторы полиции и детективы,335,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3359,Среднетехнический персонал на государственной службе, не входящий в другие группы,335,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
34,Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
341,Средний специальный персонал по юридическим, социальным услугам и религии,34,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3411,Средний юридический персонал в судебной, адвокатской и нотариальной деятельности,341,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3412,Социальные работники,341,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3413,Служители церкви, не имеющие духовного сана,341,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
342,Работники спорта и фитнес-клубов,34,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3421,Спортсмены (спортсмены высокого класса),342,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3422,Спортивные служащие,342,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3423,Инструкторы фитнес-клубов, спортивных зон отдыха и организаторы спортивных программ,342,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
343,Средний персонал культуры и кулинарного искусства,34,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3431,Фотографы (художественные),343,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3432,Художники-декораторы и оформители,343,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3433,Средний специальный персонал художественных галерей, музеев и библиотек,343,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3434,Шеф-повара,343,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
3439,Средний персонал культуры и кулинарного искусства, не входящий в другие группы,343,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
35,Специалисты-техники в области информационно-коммуникационных технологий (ИКТ),,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
351,Специалисты-техники по эксплуатации ИКТ и по поддержке пользователей ИКТ,35,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3511,Специалисты-техники по эксплуатации ИКТ,351,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3512,Специалисты-техники по поддержке пользователей ИКТ,351,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3513,Специалисты-техники по компьютерным сетям и системам,351,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3514,Специалисты-техники по Web,351,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
352,Специалисты-техники по телекоммуникациям и радиовещанию,35,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3521,Специалисты-техники по радио- и телевещанию,352,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
3522,Специалисты-техники по телекоммуникационному оборудованию,352,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
41,Служащие общего профиля и обслуживающие офисную технику,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
411,Офисные служащие общего профиля,41,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4110,Офисные служащие общего профиля,411,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
412,Секретари (общего профиля),41,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4120,Секретари (общего профиля),412,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
413,Операторы клавишных машин,41,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4131,Машинистки и операторы оборудования по редактированию текстов,413,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4132,Служащие по введению данных,413,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
42,Служащие сферы обслуживания населения,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
421,Кассиры и работники других родственных занятий,42,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4211,Кассиры банков и работники других родственных занятий,421,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4212,Букмекеры, крупье и работники родственных занятий в сфере азартных игр,421,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4213,Агенты по залогу вещей и выдаче денежных сумм в долг,421,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4214,Служащие коллекторских фирм и работники родственных занятий по сбору задолженностей и платежей,421,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
422,Служащие по информированию клиентов,42,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4221,Служащие бюро путешествий,422,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4222,Служащие контактных информационных центров,422,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4223,Телефонисты,422,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4224,Служащие, встречающие и регистрирующие клиентов в отелях (гостиницах),422,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4225,Служащие по проведению опросов потребителей,422,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4226,Служащие в приемной (общего профиля),422,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4227,Служащие по проведению социологических опросов и изучению конъюнктуры рынка,422,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4229,Служащие по информированию клиентов, не входящие в другие группы,422,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
43,Служащие в сфере обработки числовой информации и учета материальных ценностей,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
431,Служащие, обрабатывающие числовую информацию,43,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4311,Служащие по бухгалтерским операциям и учету,431,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4312,Служащие по обработке статистической, финансовой и страховой информации и ведению расчетов,431,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4313,Служащие по учету рабочего времени и расчету заработной платы,431,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
432,Служащие, занятые учетом материалов и транспортных перевозок,43,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4321,Служащие, занятые учетом, приемом и выдачей товаров на складе,432,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4322,Служащие, занятые диспетчерской подготовкой производства,432,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4323,Служащие по транспортным перевозкам,432,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
44,Другие офисные служащие,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
441,Другие офисные служащие,44,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4411,Служащие библиотек,441,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4412,Разносчики и сортировщики почты,441,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4413,Кодировщики, корректоры и другие родственные служащие,441,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4415,Регистраторы и копировщики,441,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4416,Служащие по ведению кадровой документации,441,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
4419,Офисные служащие, не входящие в другие группы,441,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
51,Работники сферы индивидуальных услуг,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
511,Обслуживающий персонал в путешествиях, на общественном транспорте и гиды,51,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5111,Проводники железнодорожного вагона, бортпроводники, стюарды,511,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5112,Кондукторы общественного транспорта,511,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5113,Гиды,511,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
512,Повара,51,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5120,Повара,512,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
513,Официанты и буфетчики,51,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5131,Официанты,513,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5132,Буфетчики (бармены),513,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
514,Парикмахеры, косметологи и работники родственных занятий,51,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5141,Парикмахеры,514,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5142,Косметологи и работники родственных занятий,514,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
515,Персонал хозяйственного и коммунального обслуживания,51,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5151,Бригадиры уборщиков и помощники по хозяйству в отелях (гостиницах), офисах и других учреждениях,515,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5152,Экономки,515,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5153,Смотрители зданий и персонал родственных занятий,515,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
516,Другие работники, оказывающие индивидуальные услуги,51,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
5162,Компаньоны и камердинеры,516,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5163,Работники ритуальных услуг,516,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
5164,Грумеры и другие работники, ухаживающие за животными,516,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5165,Инструкторы по вождению,516,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5169,Работники, оказывающие индивидуальные услуги, не входящие в другие группы,516,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
52,Продавцы,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
521,Уличные торговцы и продавцы на рынках,52,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5211,Продавцы палаток и рынков,521,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5212,Уличные торговцы продовольственными товарами,521,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
522,Продавцы магазинов,52,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5221,Продавцы в киосках и ларьках,522,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5222,Бригадиры в магазинах,522,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5223,Продавцы и помощники продавцов магазинов,522,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
523,Кассиры, включая кассиров билетных касс,52,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5230,Кассиры, включая кассиров билетных касс,523,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
524,Прочие работники сферы торговли,52,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5241,Манекенщики и другие живые модели,524,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5242,Демонстраторы товаров,524,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5243,Торговцы, предлагающие покупателям товары по месту жительства,524,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5244,Продавцы контактных центров,524,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5245,Служащие на станциях обслуживания,524,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5246,Работники прилавка, обслуживающие посетителей мест общественного питания,524,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5249,Работники сферы торговли, не входящие в другие группы,524,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
53,Работники, оказывающие услуги по индивидуальному уходу,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
531,Работники по уходу за детьми и помощники учителей,53,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
5311,Работники по уходу за детьми,531,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
5312,Помощники учителей,531,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
532,Работники, оказывающие индивидуальные услуги по уходу за больными,53,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
5321,Помощники по уходу за больными,532,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
5322,Работники, оказывающие индивидуальные услуги по уходу за больными на дому,532,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
5329,Работники, оказывающие индивидуальные услуги по уходу за больными, не входящие в другие группы,532,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
54,Работники служб, осуществляющих охрану граждан и собственности,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
541,Работники служб, осуществляющих охрану граждан и собственности,54,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5411,Пожарные,541,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5412,Полицейские,541,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5413,Тюремные охранники,541,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5414,Охранники,541,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
5419,Работники служб, осуществляющих охрану граждан и собственности, не входящие в другие группы,541,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
61,Квалифицированные работники сельского хозяйства, производящие товарную продукцию,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
611,Товарные производители огородных, плодовых и полевых культур,61,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
6111,Полеводы и овощеводы,611,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6112,Производители плодово-ягодной продукции,611,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
6113,Садовники, садоводы и работники питомников по выращиванию посадочного материала,611,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6114,Производители смешанной растениеводческой продукции,611,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
612,Товарные производители продукции животноводства,61,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
6121,Производители мясной и молочной продукции,612,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
6122,Птицеводы,612,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6123,Пчеловоды и шелководы,612,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6129,Товарные производители продукции животноводства, не входящие в другие группы,612,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
613,Товарные производители смешанной растениеводческой и животноводческой продукции,61,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
6130,Товарные производители смешанной растениеводческой и животноводческой продукции,613,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
62,Товарные производители лесной и рыбной продукции и охотники,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
621,Лесоводы и работники родственных занятий,62,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6210,Лесоводы и работники родственных занятий,621,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
622,Работники рыбоводства и рыболовства, охотники-стрелки и охотники-трапперы (капканщики),62,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6221,Рыбоводы и работники родственных занятий (мариводы),622,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6222,Работники рыболовства во внутренних водоемах и прибрежных водах,622,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6223,Работники рыболовства в глубоководной зоне,622,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6224,Охотники-стрелки и охотники-трапперы (капканщики),622,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
