code,title,parent_code,group_level,source_url,source_status,source_file,candidate_type
63,Квалифицированные работники сельского хозяйства, рыболовства, охотники и сборщики урожая, производящие продукцию для личного потребления,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
631,Квалифицированные работники сельского хозяйства, рыболовства, охотники и сборщики урожая, производящие продукцию для личного потребления,63,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
6310,Квалифицированные работники сельского хозяйства, рыболовства, охотники и сборщики урожая, производящие продукцию для личного потребления,631,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
71,Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков),,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
711,Рабочие строительных и родственных занятий,71,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7111,Строители зданий,711,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7112,Каменщики (по кирпичу и камню) и рабочие родственных занятий,711,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7113,Камнетесы и обработчики камня,711,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7114,Бетоноукладчики, бетоноотделочники и рабочие родственных занятий,711,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7115,Плотники и столяры,711,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7119,Строители и рабочие родственных занятий, не входящие в другие группы,711,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
712,Рабочие-отделочники и рабочие родственных занятий,71,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7121,Кровельщики,712,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7122,Настильщики полов и плиточники,712,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7123,Штукатуры,712,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7124,Укладчики тепло- и акустической изоляции,712,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7125,Стекольщики,712,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7126,Слесари-сантехники и слесари-трубопроводчики,712,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7127,Механики кондиционеров и холодильных установок,712,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
713,Маляры, рабочие по очистке поверхностей зданий и сооружений и родственных занятий,71,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7131,Маляры и рабочие родственных занятий,713,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7132,Лакировщики и покрасчики,713,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7133,Рабочие по очистке поверхностей зданий и сооружений,713,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
72,Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
721,Формовщики, сварщики, вальцовщики, подготовители конструкционного металла и рабочие родственных занятий,72,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7211,Формовщики и стерженщики,721,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7212,Сварщики и газорезчики,721,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7213,Вальцовщики,721,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7214,Подготовители конструкционного металла и монтажники,721,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7215,Такелажники и кабельщики-спайщики,721,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
722,Кузнецы, слесари-инструментальщики, станочники, наладчики и рабочие родственных занятий,72,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7221,Кузнецы,722,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7222,Слесари-инструментальщики и рабочие родственных занятий,722,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7223,Станочники и наладчики металлообрабатывающих станков,722,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7224,Полировщики, шлифовщики и заточники инструментов,722,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
723,Механики и ремонтники транспортных средств, сельскохозяйственного и производственного оборудования и рабочие родственных занятий,72,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7231,Механики и ремонтники автотранспортных средств,723,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7232,Механики и ремонтники летательных аппаратов, судов и железнодорожного подвижного состава,723,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7233,Механики и ремонтники сельскохозяйственного и производственного оборудования,723,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7234,Ремонтники велосипедов и рабочие родственных занятий,723,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
73,Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
731,Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов,73,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7311,Рабочие, занятые изготовлением и ремонтом прецизионных инструментов и приборов,731,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7312,Изготовители, настройщики и реставраторы музыкальных инструментов,731,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7313,Мастера по изготовлению ювелирных украшений и изделий из драгоценных металлов и камней, изделий художественных промыслов (лаковая миниатюра, художественная роспись по металлу и керамике),731,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7314,Гончары и рабочие родственных занятий,731,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7315,Формовщики изделий из стекла, резчики по камню, шлифовщики и полировщики,731,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7316,Художники по росписи, художники-оформители, гравировщики и травильщики,731,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7317,Рабочие художественных промыслов, изготавливающие плетеные изделия, изделия из дерева и аналогичных материалов,731,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7318,Рабочие художественных промыслов, изготавливающие изделия из текстиля, кожи, меха и аналогичных материалов,731,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7319,Квалифицированные рабочие ручного труда, не входящие в другие группы,731,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
732,Рабочие полиграфического производства,73,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7321,Рабочие допечатной стадии полиграфического производства,732,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7322,Печатники,732,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7323,Отделочники и переплетчики,732,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
74,Рабочие в области электротехники и электроники,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
741,Электромонтажники и ремонтники электрического оборудования,74,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7411,Электрики в строительстве и рабочие родственных занятий,741,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7412,Электромеханики и монтеры электрического оборудования,741,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7413,Монтажники и ремонтники линий электропередач,741,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
742,Монтажники и ремонтники электронного и телекоммуникационного оборудования,74,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7421,Механики по ремонту и обслуживанию электронного оборудования,742,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7422,Монтажники и ремонтники по обслуживанию ИКТ и устройств связи,742,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
75,Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
751,Рабочие пищевой промышленности и рабочие родственных занятий,75,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7511,Обработчики и изготовители мясных, рыбных и других продуктов питания,751,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7512,Пекари, кондитеры и изготовители конфет,751,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7513,Изготовители молочной продукции,751,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7514,Заготовители и обработчики фруктов и овощей,751,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7515,Дегустаторы продуктов питания и напитков и определители сортности,751,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7516,Подготовители и производители табачной продукции,751,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
752,Деревообработчики, краснодеревщики и рабочие родственных занятий,75,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7521,Рабочие, занятые на первоначальной обработке древесины,752,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7522,Краснодеревщики и рабочие родственных занятий,752,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7523,Наладчики и операторы деревообрабатывающих станков,752,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
753,Рабочие ручного труда, производящие одежду и обувь,75,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7531,Мужские и женские портные, меховщики и шляпники,753,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7532,Изготовители лекал и закройщики,753,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7533,Швеи, вышивальщицы и рабочие родственных занятий,753,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7534,Обойщики мебели и рабочие родственных занятий,753,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7535,Обработчики шкур, дубильщики и скорняки,753,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7536,Обувщики и изготовители аналогичных изделий,753,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
754,Другие квалифицированные рабочие, занятые в промышленности, и рабочие родственных занятий,75,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7541,Водолазы,754,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7542,Взрывники и запальщики и рабочие родственных занятий,754,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7543,Определители сортности и испытатели изделий (за исключением продуктов питания и напитков),754,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
7544,Фумигаторщики и другие рабочие по борьбе с вредителями и сорняками,754,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
7549,Квалифицированные рабочие промышленности и рабочие родственных занятий, не входящие в другие группы,754,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
81,Операторы промышленных установок и стационарного оборудования,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
811,Операторы горнодобывающих и горно-обогатительных установок,81,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8111,Операторы и машинисты горного и шахтного оборудования,811,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8112,Операторы, аппаратчики и машинисты установок по обработке руды и обогатительного оборудования,811,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8113,Бурильщики скважин и колодцев и рабочие родственных занятий,811,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
8114,Операторы машин по производству продукции из бетона, камня и других минеральных материалов,811,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
812,Операторы металлоплавильных установок и установок по обработке металлов,81,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8121,Операторы металлоплавильных установок,812,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8122,Операторы установок полирования, металлизации и нанесения защитного слоя на металл,812,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
813,Операторы установок по переработке химического сырья и операторы машин по производству фотографической продукции,81,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8131,Операторы установок по переработке химического сырья,813,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8132,Операторы машин по производству фотографической продукции,813,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
814,Операторы машин по производству изделий из резины, пластмасс и бумаги,81,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8141,Операторы машин по производству изделий из резины,814,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8142,Операторы машин и установок по производству изделий из пластмасс,814,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8143,Операторы машин по производству изделий из бумаги и картона,814,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
815,Операторы машин по производству текстильной, меховой и кожаной продукции,81,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8151,Операторы машин по приготовлению волокна, прядильных и намоточных машин,815,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8152,Операторы ткацких и вязальных машин,815,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8153,Операторы швейного оборудования,815,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8154,Операторы машин по отбеливанию, окраске и чистке,815,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8155,Операторы машин по выделке меха и кожи,815,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8156,Операторы машин по изготовлению обуви и аналогичной продукции,815,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8157,Операторы прачечных машин,815,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8159,Операторы машин по производству текстильной, меховой и кожаной продукции, не входящие в другие группы,815,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
816,Операторы машин по обработке пищевых и аналогичных продуктов,81,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8160,Операторы машин по обработке пищевых и аналогичных продуктов,816,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
817,Операторы машин по переработке древесины и изготовлению бумаги,81,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8171,Операторы машин по изготовлению бумажной массы и бумаги,817,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8172,Операторы машин по переработке древесины,817,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
818,Другие операторы промышленных установок и машин,81,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8181,Операторы машин по изготовлению стекла и керамики,818,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8182,Операторы паровых машин и бойлерных установок,818,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8183,Операторы упаковочных, разливочных и маркировочных машин,818,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8189,Операторы промышленных установок и машин, не входящие в другие группы,818,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
82,Сборщики,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
821,Сборщики,82,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8211,Слесари-сборщики механических машин,821,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8212,Сборщики электрического и электронного оборудования,821,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8219,Сборщики, не входящие в другие группы,821,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
83,Водители и операторы подвижного оборудования,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
831,Машинисты локомотивов и рабочие родственных занятий,83,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
8311,Машинисты локомотивов,831,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8312,Рабочие, обеспечивающие безопасность движения и формирование поездов на железнодорожных станциях,831,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
832,Водители легковых автомобилей, фургонов и мотоциклов,83,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
8321,Водители мототранспортных средств,832,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
8322,Водители легковых автомобилей, такси и фургонов,832,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
833,Водители грузового и пассажирского транспорта,83,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
8331,Водители пассажирского транспорта (автобусов, троллейбусов и трамваев),833,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
8332,Водители грузового транспорта,833,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
834,Операторы подвижного оборудования,83,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8341,Операторы моторизованного сельскохозяйственного оборудования и оборудования лесных хозяйств,834,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8342,Операторы землеройных и аналогичных машин,834,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8343,Операторы (машинисты) кранов, подъемников и аналогичного оборудования,834,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
8344,Операторы автопогрузчиков,834,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
835,Члены судовых команд и рабочие родственных занятий,83,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
8350,Члены судовых команд и рабочие родственных занятий,835,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
91,Уборщики и прислуга,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
911,Уборщики и прислуга в домах, отелях (гостиницах) и учреждениях,91,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9111,Домашняя прислуга и уборщики,911,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9112,Уборщики и прислуга в учреждениях, отелях (гостиницах) и других местах,911,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
912,Мойщики транспортных средств и окон, прачки и другие уборщики вручную,91,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9121,Прачки и гладильщицы вручную,912,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9122,Мойщики транспортных средств,912,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9123,Мойщики окон,912,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9129,Другие уборщики,912,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
92,Неквалифицированные рабочие сельского и лесного хозяйства, рыбоводства и рыболовства,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
921,Неквалифицированные рабочие сельского и лесного хозяйства, рыбоводства и рыболовства,92,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9211,Неквалифицированные рабочие в растениеводстве,921,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9212,Неквалифицированные рабочие в животноводстве,921,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9213,Неквалифицированные рабочие в производстве смешанной растениеводческой и животноводческой продукции,921,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9214,Неквалифицированные рабочие в садоводстве,921,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9215,Неквалифицированные рабочие в лесоводстве,921,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9216,Неквалифицированные рабочие рыбоводства, рыболовства и производства морепродуктов,921,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
93,Неквалифицированные рабочие, занятые в горнодобывающей промышленности, строительстве, обрабатывающей промышленности и на транспорте,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
931,Неквалифицированные рабочие, занятые в горнодобывающей промышленности и строительстве,93,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9311,Неквалифицированные рабочие, занятые в горнодобывающей промышленности и разработке карьеров,931,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9312,Неквалифицированные рабочие, занятые на строительстве и ремонте дорог, плотин и аналогичных гражданских сооружений,931,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9313,Неквалифицированные рабочие, занятые на строительстве зданий,931,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
932,Неквалифицированные рабочие, занятые в обрабатывающей промышленности,93,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9321,Упаковщики вручную,932,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9329,Неквалифицированные рабочие, занятые в обрабатывающей промышленности, не входящие в другие группы,932,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
933,Неквалифицированные рабочие, занятые на транспорте и в хранении,93,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9331,Рабочие, управляющие транспортными средствами с ручным и педальным управлением,933,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9332,Извозчики, рабочие, управляющие транспортными средствами на тягловой силе, и другие неквалифицированные рабочие, занятые на транспорте,933,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9333,Грузчики,933,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9334,Заполнители полок в магазинах,933,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
94,Помощники в приготовлении пищи,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
941,Помощники в приготовлении пищи,94,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9411,Изготовители пищи быстрого приготовления,941,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9412,Помощники на кухне,941,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
95,Уличные торговцы и другие неквалифицированные работники, оказывающие различные уличные услуги,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
951,Неквалифицированные работники, оказывающие различные уличные услуги,95,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9510,Неквалифицированные работники, оказывающие различные уличные услуги,951,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
952,Уличные торговцы (за исключением продуктов питания),95,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9520,Уличные торговцы (за исключением продуктов питания),952,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
96,Неквалифицированные работники по сбору мусора и другие неквалифицированные работники,,major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
961,Неквалифицированные работники по сбору мусора,96,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9611,Сборщики и переработчики мусора,961,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9612,Сортировщики мусора,961,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9613,Уборщики территорий (дворники) и подобные работники,961,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
962,Другие неквалифицированные работники,96,sub_major_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9621,Посыльные, доставщики пакетов и багажа и подобные работники,962,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9622,Разнорабочие,962,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,occupation
9623,Сборщики денег из торговых автоматов, контролеры счетчиков и подобные работники,962,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
9624,Развозчики воды и сборщики дров,962,minor_group,https://classifikators.ru/okz,mirror_unofficial,okz_classifikators.xlsx,unknown
